no_focal,date,subject,time,activity,T_G,RGsize,x0_1m,x1_3m,x3_5m,x5_10m,N,ok
m18_16,2018-10-13T00:00:00Z,Mei,85,G,G,2,KR,NA,NA,NA,2,1
m18_16,2018-10-13T00:00:00Z,Mei,86,G,G,2,KR,NA,NA,NA,2,1
m18_16,2018-10-13T00:00:00Z,Mei,87,G,G,2,KR,NA,NA,NA,2,1
m18_16,2018-10-13T00:00:00Z,Mei,88,G,G,2,KR,NA,NA,NA,2,1
m18_16,2018-10-13T00:00:00Z,Mei,89,G,G,2,KR,NA,NA,NA,2,1
m18_16,2018-10-13T00:00:00Z,Mei,90,G,G,2,KR,NA,NA,NA,2,1
m18_16,2018-10-13T00:00:00Z,Mei,91,G,G,2,KR,NA,NA,NA,2,1
m18_16,2018-10-13T00:00:00Z,Mei,92,G,G,2,KR,NA,NA,NA,2,1
m18_16,2018-10-13T00:00:00Z,Mei,93,G,G,2,KR,NA,NA,NA,2,1
m18_16,2018-10-13T00:00:00Z,Mei,94,G,G,2,KR,NA,NA,NA,2,1
m18_16,2018-10-13T00:00:00Z,Mei,95,G,G,2,KR,NA,NA,NA,2,1
m18_16,2018-10-13T00:00:00Z,Mei,96,R,G,1,NA,NA,NA,NA,NA,NA
m18_16,2018-10-13T00:00:00Z,Mei,97,G,G,2,KR,NA,NA,NA,2,1
m18_16,2018-10-13T00:00:00Z,Mei,98,G,G,2,KR,NA,NA,NA,2,1
m18_16,2018-10-13T00:00:00Z,Mei,99,G,G,2,KR,NA,NA,NA,2,1
m18_16,2018-10-13T00:00:00Z,Mei,100,G,G,2,KR,NA,NA,NA,2,1
m18_16,2018-10-13T00:00:00Z,Mei,101,G,G,2,KR,NA,NA,NA,2,1
m18_16,2018-10-13T00:00:00Z,Mei,102,G,G,2,KR,NA,NA,NA,2,1
m18_16,2018-10-13T00:00:00Z,Mei,103,G,G,2,KR,NA,NA,NA,2,1
m18_16,2018-10-13T00:00:00Z,Mei,104,R,G,2,KR,NA,NA,NA,2,1
m18_16,2018-10-13T00:00:00Z,Mei,105,R,G,2,KR,NA,NA,NA,2,1
m18_16,2018-10-13T00:00:00Z,Mei,106,G,G,2,KR,NA,NA,NA,2,1
m18_16,2018-10-13T00:00:00Z,Mei,107,R,G,2,KR,NA,NA,NA,2,1
m18_16,2018-10-13T00:00:00Z,Mei,108,R,G,2,KR,NA,NA,NA,2,1
m18_16,2018-10-13T00:00:00Z,Mei,109,R,G,2,KR,NA,NA,NA,2,1
m18_16,2018-10-13T00:00:00Z,Mei,110,R,G,2,KR,NA,NA,NA,2,1
m18_16,2018-10-13T00:00:00Z,Mei,111,R,G,1,NA,NA,NA,NA,NA,NA
m18_16,2018-10-13T00:00:00Z,Mei,112,R,G,2,KR,NA,NA,NA,2,1
m18_16,2018-10-13T00:00:00Z,Mei,113,R,G,2,KR,NA,NA,NA,2,1
m18_16,2018-10-13T00:00:00Z,Mei,114,R,G,2,KR,NA,NA,NA,2,1
m18_16,2018-10-13T00:00:00Z,Mei,115,R,G,2,KR,NA,NA,NA,2,1
m18_16,2018-10-13T00:00:00Z,Mei,116,G,G,2,KR,NA,NA,NA,2,1
m18_16,2018-10-13T00:00:00Z,Mei,117,G,G,2,KR,NA,NA,NA,2,1
m18_16,2018-10-13T00:00:00Z,Mei,118,G,G,2,KR,NA,NA,NA,2,1
m18_16,2018-10-13T00:00:00Z,Mei,119,G,G,2,KR,NA,NA,NA,2,1
m18_17,2018-10-13T00:00:00Z,Kit,0,R,G,1,EG,NA,NA,NA,NA,NA
m18_17,2018-10-13T00:00:00Z,Kit,1,R,G,1,EG,NA,NA,NA,NA,NA
m18_17,2018-10-13T00:00:00Z,Kit,2,R,G,1,EG,NA,NA,NA,NA,NA
m18_17,2018-10-13T00:00:00Z,Kit,3,R,G,1,EG,NA,NA,NA,NA,NA
m18_17,2018-10-13T00:00:00Z,Kit,4,G,G,1,EG,NA,NA,NA,NA,NA
m18_17,2018-10-13T00:00:00Z,Kit,5,G,G,1,EG,NA,NA,NA,NA,NA
m18_17,2018-10-13T00:00:00Z,Kit,6,G,G,1,EG,NA,NA,NA,NA,NA
m18_17,2018-10-13T00:00:00Z,Kit,7,G,G,1,EG,NA,NA,NA,NA,NA
m18_17,2018-10-13T00:00:00Z,Kit,8,G,G,1,EG,NA,NA,NA,NA,NA
m18_17,2018-10-13T00:00:00Z,Kit,9,G,G,1,EG,NA,NA,NA,NA,NA
m18_17,2018-10-13T00:00:00Z,Kit,10,G,G,1,EG,NA,NA,NA,NA,NA
m18_17,2018-10-13T00:00:00Z,Kit,13,R,G,1,NA,NA,NA,NA,NA,NA
m18_17,2018-10-13T00:00:00Z,Kit,15,R,G,1,EG,NA,NA,NA,NA,NA
m18_17,2018-10-13T00:00:00Z,Kit,16,R,G,1,NA,EG,NA,NA,NA,NA
m18_17,2018-10-13T00:00:00Z,Kit,18,R,G,1,NA,NA,NA,NA,NA,NA
m18_17,2018-10-13T00:00:00Z,Kit,21,R,G,1,NA,LK,NA,NA,2,0
m18_17,2018-10-13T00:00:00Z,Kit,23,R,G,1,NA,NA,NA,NA,NA,NA
m18_17,2018-10-13T00:00:00Z,Kit,24,R,G,1,NA,NA,NA,NA,NA,NA
m18_17,2018-10-13T00:00:00Z,Kit,26,R,G,1,NA,NA,NA,NA,NA,NA
m18_17,2018-10-13T00:00:00Z,Kit,27,R,G,1,NA,NA,NA,NA,NA,NA
m18_17,2018-10-13T00:00:00Z,Kit,28,R,G,1,NA,NA,NA,NA,NA,NA
m18_17,2018-10-13T00:00:00Z,Kit,30,R,G,1,NA,NA,NA,NA,NA,NA
m18_17,2018-10-13T00:00:00Z,Kit,31,R,G,1,NA,NA,NA,NA,NA,NA
m18_17,2018-10-13T00:00:00Z,Kit,50,R,G,1,NA,NA,NA,NA,NA,NA
m18_17,2018-10-13T00:00:00Z,Kit,52,R,LT,1,NA,NA,NA,NA,NA,NA
m18_18,2018-10-13T00:00:00Z,Hen,0,R,G,2,KR,NA,NA,NA,2,1
m18_18,2018-10-13T00:00:00Z,Hen,1,R,G,2,KR,NA,NA,NA,2,1
m18_18,2018-10-13T00:00:00Z,Hen,2,G,G,2,KR,NA,NA,NA,2,1
m18_18,2018-10-13T00:00:00Z,Hen,3,G,G,2,KR,NA,NA,NA,2,1
m18_18,2018-10-13T00:00:00Z,Hen,4,R,G,1,NA,NA,NA,NA,NA,NA
m18_18,2018-10-13T00:00:00Z,Hen,5,R,G,2,KR,NA,NA,NA,2,1
m18_18,2018-10-13T00:00:00Z,Hen,6,R,G,2,KR,NA,NA,NA,2,1
m18_18,2018-10-13T00:00:00Z,Hen,7,R,G,2,KR,NA,NA,NA,2,1
m18_18,2018-10-13T00:00:00Z,Hen,8,R,G,2,KR,NA,NA,NA,2,1
m18_18,2018-10-13T00:00:00Z,Hen,17,R,G,2,KR,NA,NA,NA,2,1
m18_18,2018-10-13T00:00:00Z,Hen,18,R,G,2,KR,NA,NA,NA,2,1
m18_18,2018-10-13T00:00:00Z,Hen,19,R,G,2,KR,NA,NA,NA,2,1
m18_18,2018-10-13T00:00:00Z,Hen,20,R,G,2,KR,NA,NA,NA,2,1
m18_18,2018-10-13T00:00:00Z,Hen,21,R,G,2,KR,NA,NA,NA,2,1
m18_18,2018-10-13T00:00:00Z,Hen,22,R,G,2,KR,NA,NA,NA,2,1
m18_18,2018-10-13T00:00:00Z,Hen,23,R,G,2,KR,NA,NA,NA,2,1
m18_18,2018-10-13T00:00:00Z,Hen,24,R,G,2,KR,NA,NA,NA,2,1
m18_18,2018-10-13T00:00:00Z,Hen,26,R,G,2,KR,NA,NA,NA,2,1
m18_18,2018-10-13T00:00:00Z,Hen,31,G,G,2,KR,NA,NA,NA,2,1
m18_18,2018-10-13T00:00:00Z,Hen,36,R,G,1,KR,Mei,NA,NA,3,0
m18_18,2018-10-13T00:00:00Z,Hen,42,R,G,1,NA,NA,NA,NA,NA,NA
m18_18,2018-10-13T00:00:00Z,Hen,43,R,G,1,NA,KR,NA,NA,2,0
m18_18,2018-10-13T00:00:00Z,Hen,46,R,T,2,KR,NA,NA,NA,2,1
m18_18,2018-10-13T00:00:00Z,Hen,49,R,T,1,KR,NA,NA,NA,2,0
m18_18,2018-10-13T00:00:00Z,Hen,51,R,T,1,NA,NA,NA,NA,NA,NA
m18_18,2018-10-13T00:00:00Z,Hen,53,G,T,2,KR,NA,NA,NA,2,1
m18_18,2018-10-13T00:00:00Z,Hen,54,G,T,2,KR,NA,NA,NA,2,1
m18_18,2018-10-13T00:00:00Z,Hen,55,G,T,2,KR,NA,NA,NA,2,1
m18_18,2018-10-13T00:00:00Z,Hen,56,R,T,1,NA,NA,NA,NA,NA,NA
m18_18,2018-10-13T00:00:00Z,Hen,58,R,T,1,NA,NA,NA,NA,NA,NA
m18_18,2018-10-13T00:00:00Z,Hen,59,R,G,1,NA,NA,NA,NA,NA,NA
m18_18,2018-10-13T00:00:00Z,Hen,60,G,G,2,KR,NA,NA,NA,2,1
m18_18,2018-10-13T00:00:00Z,Hen,61,R,G,2,KR,NA,NA,NA,2,1
m18_18,2018-10-13T00:00:00Z,Hen,62,G,G,2,KR,NA,NA,NA,2,1
m18_18,2018-10-13T00:00:00Z,Hen,63,R,G,2,KR,NA,NA,NA,2,1
m18_18,2018-10-13T00:00:00Z,Hen,64,R,G,2,KR,NA,NA,NA,2,1
m18_18,2018-10-13T00:00:00Z,Hen,65,R,G,2,KR,NA,NA,NA,2,1
m18_18,2018-10-13T00:00:00Z,Hen,66,R,G,1,NA,NA,NA,NA,NA,NA
m18_18,2018-10-13T00:00:00Z,Hen,67,R,G,1,NA,NA,NA,NA,NA,NA
m18_18,2018-10-13T00:00:00Z,Hen,68,R,G,2,NA,KR,NA,NA,2,1
m18_18,2018-10-13T00:00:00Z,Hen,69,R,G,1,NA,NA,NA,NA,NA,NA
m18_18,2018-10-13T00:00:00Z,Hen,70,R,G,1,NA,NA,NA,NA,NA,NA
m18_18,2018-10-13T00:00:00Z,Hen,71,R,G,1,NA,NA,NA,NA,NA,NA
m18_18,2018-10-13T00:00:00Z,Hen,72,R,G,2,NA,KR,NA,NA,2,1
m18_18,2018-10-13T00:00:00Z,Hen,73,R,G,2,KR,NA,NA,NA,2,1
m18_18,2018-10-13T00:00:00Z,Hen,74,R,G,1,NA,NA,NA,NA,NA,NA
m18_18,2018-10-13T00:00:00Z,Hen,76,R,G,1,NA,NA,NA,NA,NA,NA
m18_18,2018-10-13T00:00:00Z,Hen,80,R,T,1,NA,NA,NA,NA,NA,NA
m18_18,2018-10-13T00:00:00Z,Hen,81,R,G,2,NA,EG,NA,NA,NA,NA
m18_18,2018-10-13T00:00:00Z,Hen,82,R,G,2,KR,NA,NA,NA,2,1
m18_18,2018-10-13T00:00:00Z,Hen,83,R,G,1,NA,NA,NA,NA,NA,NA
m18_18,2018-10-13T00:00:00Z,Hen,84,R,T,2,KR,NA,NA,NA,2,1
m18_18,2018-10-13T00:00:00Z,Hen,85,R,T,1,NA,NA,NA,NA,NA,NA
m18_18,2018-10-13T00:00:00Z,Hen,86,R,T,1,NA,NA,NA,NA,NA,NA
m18_18,2018-10-13T00:00:00Z,Hen,87,R,T,1,NA,NA,NA,NA,NA,NA
m18_18,2018-10-13T00:00:00Z,Hen,88,R,G,1,NA,NA,NA,NA,NA,NA
m18_19,2018-10-14T00:00:00Z,Kil,42,R,LT,1,NA,NA,NA,NA,NA,NA
m18_19,2018-10-14T00:00:00Z,Kil,59,R,G,3,NA,"TY,Kol",NA,NA,3,1
m18_19,2018-10-14T00:00:00Z,Kil,61,R,G,2,NA,IT,NA,NA,2,1
m18_19,2018-10-14T00:00:00Z,Kil,85,G,G,2,Kit,Tot,NA,NA,3,0
m18_19,2018-10-14T00:00:00Z,Kil,86,G,G,2,Kit,"Tot,TY,Kol",NA,NA,5,0
m18_19,2018-10-14T00:00:00Z,Kil,87,G,G,2,Kit,Tot,NA,NA,3,0
m18_19,2018-10-14T00:00:00Z,Kil,88,G,G,2,Kit,"TY,Kol",NA,NA,4,0
m18_19,2018-10-14T00:00:00Z,Kil,89,G,G,2,Kit,NA,NA,NA,2,1
m18_19,2018-10-14T00:00:00Z,Kil,90,G,G,2,Kit,NA,NA,NA,2,1
m18_19,2018-10-14T00:00:00Z,Kil,91,G,G,2,Kit,NA,NA,NA,2,1
m18_19,2018-10-14T00:00:00Z,Kil,92,G,G,2,Kit,NA,NA,NA,2,1
m18_19,2018-10-14T00:00:00Z,Kil,93,G,G,2,Kit,NA,NA,NA,2,1
m18_19,2018-10-14T00:00:00Z,Kil,94,G,G,2,Kit,NA,NA,NA,2,1
m18_20,2018-10-14T00:00:00Z,Ntr,22,G,G,1,NA,NA,NA,NA,NA,NA
m18_20,2018-10-14T00:00:00Z,Ntr,23,R,G,2,NA,Tot,NA,NA,2,1
m18_20,2018-10-14T00:00:00Z,Ntr,24,R,G,2,NA,Tot,NA,NA,2,1
m18_20,2018-10-14T00:00:00Z,Ntr,25,G,G,1,NA,NA,NA,NA,NA,NA
m18_20,2018-10-14T00:00:00Z,Ntr,26,G,G,1,NA,NA,NA,NA,NA,NA
m18_20,2018-10-14T00:00:00Z,Ntr,27,G,G,1,NA,NA,NA,NA,NA,NA
m18_20,2018-10-14T00:00:00Z,Ntr,28,G,G,1,NA,NA,NA,NA,NA,NA
m18_20,2018-10-14T00:00:00Z,Ntr,29,G,G,1,NA,NA,NA,NA,NA,NA
m18_20,2018-10-14T00:00:00Z,Ntr,30,G,G,1,NA,NA,NA,NA,NA,NA
m18_20,2018-10-14T00:00:00Z,Ntr,31,G,G,3,NA,"Mal,KR",NA,NA,3,1
m18_20,2018-10-14T00:00:00Z,Ntr,32,G,G,3,NA,"Mal,KR",NA,NA,3,1
m18_20,2018-10-14T00:00:00Z,Ntr,33,G,G,3,NA,"Mal,KR",NA,NA,3,1
m18_20,2018-10-14T00:00:00Z,Ntr,34,G,G,1,NA,NA,NA,NA,NA,NA
m18_20,2018-10-14T00:00:00Z,Ntr,35,G,G,1,NA,NA,NA,NA,NA,NA
m18_21,2018-10-14T00:00:00Z,Hot,7,R,G,1,NA,NA,NA,NA,NA,NA
m18_21,2018-10-14T00:00:00Z,Hot,8,R,T,1,NA,NA,NA,NA,NA,NA
m18_21,2018-10-14T00:00:00Z,Hot,74,R,T,1,NA,NA,NA,NA,NA,NA
m18_21,2018-10-14T00:00:00Z,Hot,77,R,G,1,NA,NA,NA,NA,NA,NA
m18_21,2018-10-14T00:00:00Z,Hot,80,R,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,1,R,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,2,R,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,3,R,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,4,G,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,5,G,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,6,G,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,7,G,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,8,G,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,9,G,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,10,G,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,11,R,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,19,R,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,20,R,G,1,NA,Tot,NA,NA,2,0
m18_22,2018-10-14T00:00:00Z,Tam,22,R,G,2,NA,Tot,NA,NA,2,1
m18_22,2018-10-14T00:00:00Z,Tam,23,R,G,2,NA,Tot,NA,NA,2,1
m18_22,2018-10-14T00:00:00Z,Tam,24,G,G,2,NA,Tot,NA,NA,2,1
m18_22,2018-10-14T00:00:00Z,Tam,25,G,G,2,NA,Tot,NA,NA,2,1
m18_22,2018-10-14T00:00:00Z,Tam,26,G,G,2,NA,Tot,NA,NA,2,1
m18_22,2018-10-14T00:00:00Z,Tam,27,G,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,28,G,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,29,G,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,30,G,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,31,G,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,32,G,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,33,G,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,34,G,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,35,G,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,36,G,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,37,G,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,38,G,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,39,G,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,40,G,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,41,G,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,42,G,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,45,R,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,48,G,G,2,NA,Ntr,NA,NA,2,1
m18_22,2018-10-14T00:00:00Z,Tam,50,G,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,51,G,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,52,R,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,53,G,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,54,G,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,56,R,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,57,G,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,58,G,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,59,R,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,60,G,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,61,R,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,62,R,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,63,R,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,64,R,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,65,R,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,66,R,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,67,R,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,68,R,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,69,R,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,74,R,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,75,R,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,76,R,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,77,R,G,1,NA,NA,NA,NA,NA,NA
m18_22,2018-10-14T00:00:00Z,Tam,79,R,G,1,NA,NA,NA,NA,NA,NA
m18_23,2018-10-15T00:00:00Z,Mik,1,R,G,1,NA,NA,NA,NA,NA,NA
m18_23,2018-10-15T00:00:00Z,Mik,2,R,G,1,NA,NA,NA,NA,NA,NA
m18_23,2018-10-15T00:00:00Z,Mik,3,G,G,1,NA,NA,NA,NA,NA,NA
m18_23,2018-10-15T00:00:00Z,Mik,4,G,G,1,NA,NA,NA,NA,NA,NA
m18_23,2018-10-15T00:00:00Z,Mik,5,R,G,1,NA,NA,NA,NA,NA,NA
m18_23,2018-10-15T00:00:00Z,Mik,6,R,G,1,NA,NA,NA,NA,NA,NA
m18_23,2018-10-15T00:00:00Z,Mik,7,G,G,1,NA,NA,NA,NA,NA,NA
m18_23,2018-10-15T00:00:00Z,Mik,8,G,G,1,NA,NA,NA,NA,NA,NA
m18_23,2018-10-15T00:00:00Z,Mik,9,R,G,3,NA,"Kol,TY",NA,NA,3,1
m18_23,2018-10-15T00:00:00Z,Mik,10,R,G,3,NA,"Kol,TY",NA,NA,3,1
m18_23,2018-10-15T00:00:00Z,Mik,11,R,G,3,NA,"Kol,TY",NA,NA,3,1
m18_23,2018-10-15T00:00:00Z,Mik,12,R,G,3,NA,"Kol,TY",NA,NA,3,1
m18_23,2018-10-15T00:00:00Z,Mik,13,R,G,3,NA,"Kol,TY",NA,NA,3,1
m18_23,2018-10-15T00:00:00Z,Mik,14,R,G,3,NA,"Kol,TY",NA,NA,3,1
m18_23,2018-10-15T00:00:00Z,Mik,15,R,G,3,NA,Kol,NA,NA,2,0
m18_23,2018-10-15T00:00:00Z,Mik,16,R,G,3,NA,"Kol,TY",NA,NA,3,1
m18_23,2018-10-15T00:00:00Z,Mik,17,R,G,3,NA,"Kol,TY",NA,NA,3,1
m18_23,2018-10-15T00:00:00Z,Mik,18,R,G,3,NA,"Kol,TY",NA,NA,3,1
m18_23,2018-10-15T00:00:00Z,Mik,19,R,G,3,NA,"Kol,TY",NA,NA,3,1
m18_23,2018-10-15T00:00:00Z,Mik,20,R,G,3,NA,"Kol,TY",NA,NA,3,1
m18_23,2018-10-15T00:00:00Z,Mik,21,R,G,3,NA,"Kol,TY",NA,NA,3,1
m18_23,2018-10-15T00:00:00Z,Mik,22,R,G,3,NA,"Kol,TY",NA,NA,3,1
m18_23,2018-10-15T00:00:00Z,Mik,23,R,G,3,NA,"Kol,TY",NA,NA,3,1
m18_23,2018-10-15T00:00:00Z,Mik,24,R,G,3,NA,"Kol,TY",NA,NA,3,1
m18_23,2018-10-15T00:00:00Z,Mik,25,R,G,3,NA,"Kol,TY",NA,NA,3,1
m18_23,2018-10-15T00:00:00Z,Mik,26,R,G,3,NA,"Kol,TY",NA,NA,3,1
m18_23,2018-10-15T00:00:00Z,Mik,27,R,G,3,NA,"Kol,TY",NA,NA,3,1
m18_23,2018-10-15T00:00:00Z,Mik,28,R,G,3,NA,"Kol,TY",NA,NA,3,1
m18_23,2018-10-15T00:00:00Z,Mik,29,R,G,3,NA,"Kol,TY",NA,NA,3,1
m18_23,2018-10-15T00:00:00Z,Mik,30,R,G,3,NA,"Kol,TY",NA,NA,3,1
m18_23,2018-10-15T00:00:00Z,Mik,31,R,G,3,NA,"Kol,TY",NA,NA,3,1
m18_23,2018-10-15T00:00:00Z,Mik,32,G,G,1,NA,NA,NA,NA,NA,NA
m18_23,2018-10-15T00:00:00Z,Mik,33,G,G,2,NA,TY,NA,NA,2,1
m18_23,2018-10-15T00:00:00Z,Mik,82,G,G,1,NA,NA,NA,NA,NA,NA
m18_23,2018-10-15T00:00:00Z,Mik,83,R,G,1,NA,NA,NA,NA,NA,NA
m18_24,2018-10-15T00:00:00Z,Koh,1,R,G,2,EG,NA,NA,NA,NA,NA
m18_24,2018-10-15T00:00:00Z,Koh,7,R,T,2,NA,NA,NA,NA,NA,NA
m18_24,2018-10-15T00:00:00Z,Koh,13,R,T,2,EG,NA,NA,NA,NA,NA
m18_24,2018-10-15T00:00:00Z,Koh,14,R,T,2,EG,NA,NA,NA,NA,NA
m18_24,2018-10-15T00:00:00Z,Koh,15,R,T,2,EG,NA,NA,NA,NA,NA
m18_24,2018-10-15T00:00:00Z,Koh,16,R,T,2,EG,NA,NA,NA,NA,NA
m18_24,2018-10-15T00:00:00Z,Koh,17,R,T,2,EG,NA,NA,NA,NA,NA
m18_24,2018-10-15T00:00:00Z,Koh,18,R,T,2,EG,NA,NA,NA,NA,NA
m18_24,2018-10-15T00:00:00Z,Koh,19,R,T,2,EG,NA,NA,NA,NA,NA
m18_24,2018-10-15T00:00:00Z,Koh,20,R,T,2,EG,NA,NA,NA,NA,NA
m18_24,2018-10-15T00:00:00Z,Koh,21,R,T,2,EG,NA,NA,NA,NA,NA
m18_24,2018-10-15T00:00:00Z,Koh,22,R,T,1,NA,NA,NA,NA,NA,NA
m18_24,2018-10-15T00:00:00Z,Koh,33,R,G,2,KR,NA,NA,NA,2,1
m18_24,2018-10-15T00:00:00Z,Koh,34,R,G,2,KR,NA,NA,NA,2,1
m18_24,2018-10-15T00:00:00Z,Koh,35,R,G,2,KR,NA,NA,NA,2,1
m18_24,2018-10-15T00:00:00Z,Koh,36,R,G,2,KR,NA,NA,NA,2,1
m18_24,2018-10-15T00:00:00Z,Koh,37,R,G,2,KR,NA,NA,NA,2,1
m18_24,2018-10-15T00:00:00Z,Koh,38,R,G,2,KR,NA,NA,NA,2,1
m18_24,2018-10-15T00:00:00Z,Koh,39,R,G,2,KR,NA,NA,NA,2,1
m18_24,2018-10-15T00:00:00Z,Koh,40,R,G,2,KR,NA,NA,NA,2,1
m18_24,2018-10-15T00:00:00Z,Koh,41,R,G,2,KR,NA,NA,NA,2,1
m18_24,2018-10-15T00:00:00Z,Koh,42,R,G,2,KR,NA,NA,NA,2,1
m18_24,2018-10-15T00:00:00Z,Koh,43,R,G,2,KR,NA,NA,NA,2,1
m18_24,2018-10-15T00:00:00Z,Koh,44,R,G,2,KR,NA,NA,NA,2,1
m18_24,2018-10-15T00:00:00Z,Koh,45,G,G,2,KR,NA,NA,NA,2,1
m18_24,2018-10-15T00:00:00Z,Koh,46,G,G,2,KR,NA,NA,NA,2,1
m18_24,2018-10-15T00:00:00Z,Koh,47,G,G,2,KR,NA,NA,NA,2,1
m18_24,2018-10-15T00:00:00Z,Koh,48,G,G,2,KR,NA,NA,NA,2,1
m18_24,2018-10-15T00:00:00Z,Koh,49,G,G,2,KR,NA,NA,NA,2,1
m18_24,2018-10-15T00:00:00Z,Koh,50,G,G,2,KR,NA,NA,NA,2,1
m18_24,2018-10-15T00:00:00Z,Koh,51,R,G,2,KR,NA,NA,NA,2,1
m18_24,2018-10-15T00:00:00Z,Koh,52,G,G,2,KR,NA,NA,NA,2,1
m18_24,2018-10-15T00:00:00Z,Koh,53,G,G,2,KR,NA,NA,NA,2,1
m18_24,2018-10-15T00:00:00Z,Koh,54,G,G,2,KR,NA,NA,NA,2,1
m18_24,2018-10-15T00:00:00Z,Koh,55,R,G,1,NA,NA,NA,NA,NA,NA
m18_24,2018-10-15T00:00:00Z,Koh,56,R,G,1,NA,NA,NA,NA,NA,NA
m18_24,2018-10-15T00:00:00Z,Koh,57,R,G,1,NA,KR,NA,NA,2,0
